userName,score,at,content,sumber_bank,teks_bersih
Pengguna Google,1,2025-09-11 12:47:35,"tolong dong di perbaiki,,,ini sudah transaksi menggunakan qris keterangan di aplikasi gagal tetapi saldo sudah terpotong",BCA,bantu partikel baik transaksi guna qr code indonesia standard terang aplikasi gagal saldo potong
Pengguna Google,2,2025-09-11 12:39:42,"saya smlm mau beli jajan ngga bisa pake qris udah saya coba sampe 11x pas di cek saldo nya berkurang sampe sekarang belum balik lagi gimana nih parah banget tolong lah bantu ini saldo saya sampe sekarang belum masuk"" nominal ngga kecil juga",BCA,smlm beli jajan tidak_dapat pake qr code indonesia standard coba sampe 11x pas cek saldo nya kurang sampe skrg belum_balik bagaimana nih banget sangat bantu partikel saldo sampe skrg belum_berhasil nominal tidak_kecil
Pengguna Google,1,2025-09-11 12:35:08,transaksi qris gagal tapi saldo terpotong belum kembali padahal sudah 10 jam lebih sekelas bca kek gini bukan pertama kali mengecewakan,BCA,transaksi qr code indonesia standard gagal saldo potong belum_kembali padahal jam lebih kelas bank central asia kek gin bukan_pertama kali kecewa
Pengguna Google,1,2025-09-11 12:31:13,"Kalo ada kendala sistem cs nya pada gk mau kerja, kbnyakan alasan. Msalah tidak terurai.",BCA,masalah sistem customer service nya tidak_ingin kerja kbnyakan alas msalah tidak_terurai
Pengguna Google,4,2025-09-11 12:16:33,"kemarin saya sempet kecewa karena melakukan pembayaran dg Qris,tapi gagal dan saldo saya tetep berkurang. tapi GK sampai 12 jam,saldoku d kembalikan otomatis. ALHAMDULILLAH. terimakasih BCA",BCA,kemarin sempet kecewa laku bayar qr code indonesia standard gagal saldo tetep kurang tidak_sampai jam saldo d kembali otomatis alhamdulillah terimakasih bank central asia
Pengguna Google,1,2025-09-11 12:14:23,"selalu dan selalu kalo transaksi qris saldo kepotong padahal pengirimannya gagal, BCA biadap emng, gada perubahan",BCA,selalu selalu transaksi qr code indonesia standard saldo potong padahal kirim gagal bank central asia biadap emng gada ubah
Pengguna Google,1,2025-09-11 12:14:07,"parah, sering lag padahal jaringan bagus",BCA,banget sering lag padahal jaring baik
Pengguna Google,1,2025-09-11 12:12:39,"parah..Qriss 3x gagal tp saldo kepotong..ga jelas bgt BCA gila, halo BCA ga respond yg respond robot...bobrok udh, ga jelas bego",BCA,banget qriss 3x gagal saldo potong tidak_jelas sangat bank central asia gila tertawa bank central asia tidak_respond respond robot bobrok tidak_jelas bego
Pengguna Google,2,2025-09-11 11:56:21,"kebanyakan eror,nunggu indikator warna ijo lah,user interface nya ahsudahlah",BCA,banyak error nunggu indikator warna ijo partikel user interface nya ahsudahlah
Pengguna Google,5,2025-09-11 11:45:10,lebih murah untuk bertransaksi,BCA,lebih murah transaksi
Pengguna Google,1,2025-09-11 11:40:24,"Qris 12 Jam Lebih, Gak Masuk",BCA,qr code indonesia standard jam lebih tidak_berhasil
Pengguna Google,5,2025-09-11 11:33:15,"saya sangat suka layanan BCA mobile ,tapi tadi malam saya transaksi by qris 500k tulisannya gagal tapi saldo kepotong ,tolong dibantu dong min mana uang satu2nya😭 , dalam 5 menit langsung direspon dan ditindak lanjuti , terimakasih atas fast responnya BCA Mobile🙏saya sangat puas",BCA,sangat suka layan bank central asia mobile tadi malam transaksi by qr code indonesia standard 500k tulis gagal saldo potong bantu bantu partikel min mana uang satu2nya menit segera direspon tindak lanjut terimakasih atas cepat responnya bank central asia mobilesaya sangat puas
Pengguna Google,1,2025-09-11 11:20:51,saya pakai pembayaran Qris gagal tapi saldo berkurang/ kepotong,BCA,pakai bayar qr code indonesia standard gagal saldo kurang potong
Pengguna Google,1,2025-09-11 11:19:59,verifikasi muka susah.gagal terus. masa harus ke kantor BCA nya cma krna vermuk.. data semua sudah benar,BCA,verifikasi muka sulit gagal kemudian masa tertawa kantor bank central asia nya cma krna verifikasi wajah data semua bener
Pengguna Google,5,2025-09-11 11:16:00,transaksi gagal dana ngurang pengembalian lama sampe seharian lebih malah sampe 2 hari,BCA,transaksi gagal dana ngurang kembali lambat sampe hari lebih malah sampe tertawa
Pengguna Google,1,2025-09-11 11:16:00,saya kecewa banget sama pelayanan BCA mohon dibantu min saya pakai q ris semalem transaksi gagal tapi saldo kepotong 3x. mohon dikembalikan refund uang saya . nelp CS gak diangkat sudah habis pulsa banyak cuma disuruh dengerin lagu sampe pulsa habis kan parahhhhh,BCA,kecewa sangat sama layan bank central asia mohon bantu min pakai ris semalem transaksi gagal saldo potong 3x mohon kembali refund uang nelp customer service tidak_diangkat tertawa pulsa banyak suruh dengerin lagu sampe pulsa tertawa kan banget
Pengguna Google,1,2025-09-11 11:02:24,"saya sebagai penjual makanann di rugikakan dengan adanya eror bca pembelinya saya transaksinya pada ga masuk mereka cuman kasih bukti bahwa mutasinya telah terpotong sedangkan uang nya ga ada yang masuk sama sekali ,",BCA,jual makanann rugikakan ada error bank central asia bel transaksi tidak_berhasil cuman kasih bukti mutasi potong uang nya tidak_ada hasil sama sangat
Pengguna Google,1,2025-09-11 10:49:34,semenjak saldo hilang saya gak respect sama BCA..,BCA,semenjak saldo tertawa tidak_respect sama bank central asia
Pengguna Google,5,2025-09-11 10:45:52,ini lagi gangguan kah BCA dari semalam transaksi qris STTS gagal tapi uang menghilang,BCA,kendala teknis bank central asia malam transaksi qr code indonesia standard stts gagal uang hilang
Pengguna Google,5,2025-09-11 10:29:22,"Pemrosesan kegagalan dalam transaksi QR kurang dari 24 jam saldo kembali, okelah",BCA,pemrosesan gagal transaksi qr code kurang_dari jam saldo oke
Pengguna Google,5,2025-09-11 10:25:22,ukey gk ada masalah...,BCA,ukey tidak_ada kendala
Pengguna Google,1,2025-09-11 10:23:54,"saya melakukan transaksi QRIS, selalu gagal.. tapi saldo saya berkurang.. gimana ini ya",BCA,laku transaksi qr code indonesia standard selalu gagal saldo kurang bagaimana
Pengguna Google,1,2025-09-11 10:23:08,"bca lagi kenapa si eror mulu pembayaran menggunakan Qris keterangan nya gagal pas cek mutasi udah kepotong mana sampe 2x , Halo BCA nya juga di akses gabisa dalam antrian trs sebanyak operator bca sampe gabisa nanganin yaa? parah sih kecewa pdhl nasabah setia bca",BCA,bank central asia si error selalu bayar guna qr code indonesia standard terang nya gagal pas cek mutasi rekening potong mana sampe 2x tertawa bank central asia nya akses tidak_bisa antri kemudian banyak operator bank central asia sampe tidak_bisa nanganin banget partikel kecewa pdhl nasabah setia bank central asia
Pengguna Google,5,2025-09-11 10:19:07,mantap jiwa,BCA,mantap jiwa
Pengguna Google,1,2025-09-11 10:15:58,saya sangat kecewa sama BCA pembayaran via qris notif gagal tp saldo kepotong di kemanain woi duit orang,BCA,sangat kecewa sama bank central asia bayar via qr code indonesia standard notif gagal saldo potong kemanain woi duit orang
Pengguna Google,5,2025-09-11 10:04:05,"pembayaran Qris saldo kepotong biasanya cepet balik lagi saldonya, ini udah 8 jam lebih belom balik",BCA,bayar qr code indonesia standard saldo potong biasa cepet balik saldo jam lebih bom balik
Pengguna Google,3,2025-09-11 10:00:17,kenapa 2 hari ini indikatornya merah trs padahl signal bagus,BCA,tertawa indikator merah kemudian padahl signal baik
Pengguna Google,1,2025-09-11 09:45:12,"saya mau hub cs.nanya masalah mutasi rekening susah amat.diputer""in terus..ngabisin pulsa doang",BCA,hub customer service nanya kendala mutasi rekening rekening sulit puter in kemudian ngabisin pulsa doang
Pengguna Google,1,2025-09-11 09:40:05,"ko bisa yaa pembayaran qris gagal,namun masuk mutasi ??",BCA,ko bayar qr code indonesia standard gagal hasil mutasi rekening
Pengguna Google,1,2025-09-11 09:20:01,"kacau bca, transaksi gagal saldo tetap terpotong.. di hub susah, gada respos.. kapok transaksi lewat qris lagi pake bca",BCA,kacau bank central asia transaksi gagal saldo tetap potong hub sulit gada respos kapok transaksi lewat qr code indonesia standard pake bank central asia
Pengguna Google,1,2025-09-11 09:14:49,halo bca... saya melakukan transaksi pakai Qris transaksi gagal tapi saldo sudah kepotong sangat kecewa.,BCA,tertawa bank central asia laku transaksi pakai qr code indonesia standard transaksi gagal saldo potong sangat kecewa
Pengguna Google,1,2025-09-11 09:06:04,Transaksi qr gagal tapi saldo terpotong cek mutasi qr tidak ada mutasi sukses dan uang gatau kemana sangat burukkk pelayanan di hubungi sangat tidak membantu,BCA,transaksi qr code gagal saldo potong cek mutasi rekening qr code tidak_ada mutasi rekening hasil uang gatau sangat jelek layan hubung sangat tidak_bantu
Pengguna Google,1,2025-09-11 08:38:14,"Kenapa dalam sehari saya harus mengulang"" daftar..padahal awal"" Makai BCA mobile aman"" aja..ini knp dalam 1 hari bisa 3x mau transaksi saya ga bisa login dan harus minta SMS operator untuk daftar dri awal..ketika sudah betul...gagal terus untuk login. BCA makin lama makin parah. Perbaiki kalau masih mau menjadi kepercayaan masyarakat luas parahnya lagi..setiap ada transaksi melalui q ris pasti saldo terpotong tetapi tidak sampai ke penerima. kalian maling yang parah berkedok perbankan..BCA BABI",BCA,hari tertawa ulang daftar padahal awal maka bank central asia mobile aman knp tertawa 3x transaksi tidak_dapat login tertawa minta sms operator daftar dri awal benar gagal kemudian login bank central asia makin lambat makin banget baik jadi percaya masyarakat luas parah transaksi lalu ris saldo potong tidak_sampai terima kalian maling banget kedok perban bank central asia babi
Pengguna Google,1,2025-09-11 08:06:03,sangat kecewa masa transaksi gagal tp tetep di potong saldonya,BCA,sangat kecewa masa transaksi gagal tetep potong saldo
Pengguna Google,1,2025-09-11 08:00:17,"semalam saya QRIS transaksi gagal tapi saldo kepotong 755 ribu,sampe sekarang belum kembali juga saldo saya",BCA,malam qr code indonesia standard transaksi gagal saldo potong ribu sampe skrg belum_kembali saldo
Pengguna Google,1,2025-09-11 07:25:13,"aneh qrish udah dimutasi, dan sudah memotong saldo tapi kenapa si inbox qrish gak ada catatannya mana penerima pun mengaku belum menerima. hubungi halo bca lewat aplikasi pun susah sekali.",BCA,aneh qrish mutasi potong saldo si inbox qrish tidak_ada catat mana terima aku belum_menerima hubung tertawa bank central asia lewat aplikasi sulit sangat
Pengguna Google,1,2025-09-11 07:24:27,"kecewa banget sama BCA,3x scan qris saldo terpotong namun uang tidak masuk ke qris yg dituju,mau complain tapi semua akses online tidak bisa dihubungi,sampai saat ini saldo tidak balik juga,kayanya harus beralih ke bank lain.",BCA,kecewa sangat sama bank central asia 3x scan qr code indonesia standard saldo potong uang tidak_berhasil qr code indonesia standard tuju complain semua akses aktif tidak_dapat hubung saldo tidak_balik kaya tertawa alih bank
Pengguna Google,1,2025-09-11 07:07:18,"TRANSAKSI QRIS GAGAL, TAPI SALDO KEPOTONG 2 KALI. WOYYYY REFUND SKRG JUGA WOY!!! GUA BUTUH DUITNYA BUAT MAKAN, DUIT GUA SEGITU-SEGITUNYA. BAKAL GUA UP DI SOSMED!!!!",BCA,transaksi qr code indonesia standard gagal saldo potong kali woy refund skrg woy butuh duit makan duit segitu segitunya bakal upload sosmed
Pengguna Google,1,2025-09-11 07:01:15,"maaf sebelumnya nih admin, dari semalem masalah saya blm teratasi, transaksi gagal trus padahal saldo kepotong, tolong d atasi ya admin bca, bukan saya saja soalnya, terimakasih",BCA,maaf belum nih biaya administrasi semalem kendala blm atas transaksi gagal kemudian padahal saldo potong bantu d atas biaya administrasi bank central asia bukan_saya terimakasih
Pengguna Google,5,2025-09-11 06:31:22,mudah mudah dik acc,BCA,mudah mudah dik acc
Pengguna Google,2,2025-09-11 06:24:36,knpa transaksi gagal tpi saldo kepotong? apakah bisa balik lagi saldonya?,BCA,knpa transaksi gagal saldo potong balik saldo
Pengguna Google,3,2025-09-11 06:05:37,halo ini kenpa ya saya nggk bisa login. masa dari tdi mau login nggk bisa,BCA,tertawa kenpa nggk login masa tdi login nggk
Pengguna Google,3,2025-09-11 05:52:43,"adminnn ini kenapa yaa dari 3 hari yang lalu transaksi qris kok tidak bisa, setiap kali klik qris selalu load terus. padahal lampu indikatornya hijau, internetku jga oke, aplikasi udah yg terupdate. tolong di bantuuu",BCA,biaya administrasi tertawa lalu transaksi qr code indonesia standard tidak_dapat kali klik qr code indonesia standard selalu load kemudian padahal lampu indikator tertawa internetku bagus aplikasi terupdate bantu
Pengguna Google,1,2025-09-11 05:05:04,ni gi mna transfer pake Qris malah ganguan ampe 6 kali transfer belom masuk jga dari jam 1 kurang ampe sekarang masih ganguan adeh tolong di perbaiki saldo tetap ke potong,BCA,ni gi mna transfer pake qr code indonesia standard malah ganguan ampe kali transfer bom hasil jam kurang_ampe skrg ganguan adeh bantu baik saldo tetap potong
Pengguna Google,1,2025-09-11 05:01:18,"masa iya pake Qris ga kebayar karna error, tp uang kesedot. uang smpe skrng blm balik jg",BCA,masa pake qr code indonesia standard tidak_kebayar karna error uang sedot uang smpe skrng blm balik
Pengguna Google,1,2025-09-11 03:54:02,hari ini transaksi melalui qiris gagal tapi saldo terpotong banyak sekali.dan mutasi rekening ada .namun di inbox qiris tidak ada,BCA,tertawa transaksi lalu qiris gagal saldo potong banyak sangat mutasi rekening rekening inbox qiris tidak_ada
Pengguna Google,1,2025-09-11 03:49:00,"kecewa, q ris gagal saldo tetap terpotong ,😤, di tilep kah uangnya itu?",BCA,kecewa ris gagal saldo tetap potong tilep uang
Pengguna Google,1,2025-09-11 03:38:47,"sangat parah saya tf lewat QR saldo sudah ke potong 2x tp tidak sampai ke penerima nya, BCA gimana si gini amat sangat mengecewakan",BCA,sangat banget transfer lewat qr code saldo potong 2x tidak_sampai terima nya bank central asia bagaimana si gin sangat kecewa
Pengguna Google,1,2025-09-11 03:29:21,apk ga jelas udah tf dari I saku ke bca tapi kok ga ada masuk saldonya,BCA,aplikasi tidak_jelas transfer i saku bank central asia tidak_ada hasil saldo
Pengguna Google,1,2025-09-11 03:09:41,"parahhhh transaksi Qris stts pending tp saldo udh terpotong dan saldo blm balik lagi udh ber jam jam. tlp CS BCA gk ada satupun yg angkat. aneh kan sekelas BCA katanya bank hebat terpercaya tapi nyata nya apa, kacauuu huuuuhhh",BCA,banget transaksi qr code indonesia standard stts pending saldo potong saldo blm balik ber jam jam telepon customer service bank central asia tidak_ada satu angkat aneh kan kelas bank central asia kata bank tertawa aman nyata nya kacau huh
Pengguna Google,5,2025-09-11 03:02:06,Terimakasih sudah Di Perbaiki Respon Cepat,BCA,terimakasih baik respon cepat
Pengguna Google,1,2025-09-11 02:56:23,Parah transakai gagal tapi saldo kepotong sih bca gilaaa amat,BCA,banget transakai gagal saldo potong partikel bank central asia gila
Pengguna Google,1,2025-09-11 02:54:37,"transaksi bayar QR gagal, tapi saldo terpotong, sekelas BCA begini amat ya, hadeuh.. kecewaaa,kecewaa...",BCA,transaksi bayar qr code gagal saldo potong kelas bank central asia begini tertawa kecewa kecewaa
Pengguna Google,1,2025-09-11 02:53:48,"BUKA QRISS GAK BISA, LAMA BANGET LOADING NYA !!",BCA,buka qriss tidak_dapat lambat sangat loading nya
Pengguna Google,5,2025-09-11 02:50:06,kak kenapa yaa tadi saya qr gagal tapi saldo kepotong,BCA,kak tadi qr code gagal saldo potong
Pengguna Google,1,2025-09-11 02:43:08,kacau sih harusnya pembayaran qris kalo emng gagal harusnya saldo gausa dipotong kalo begini aga ribet haeus diurus urus dulu kacau si bca gapernah di revisi lagi padhaal udah banyak ke begini kasusnya qris saldo terpong namun ke penerima tidak masuk harusnya revisi bukan cuman diem aja kacau,BCA,kacau partikel tertawa bayar qr code indonesia standard emng gagal tertawa saldo gausa potong begini aga rumit tertawa urus urus lebih kacau si bank central asia gapernah revisi padhaal banyak begini kasus qr code indonesia standard saldo terpong terima tidak_berhasil tertawa revisi bukan_cuman diem kacau
Pengguna Google,1,2025-09-11 02:35:53,"ini gimana transaksi gagal tapi saldo kepotong, udah nunggu 3jam kagak balik juga saldo nya",BCA,bagaimana transaksi gagal saldo potong nunggu 3jam kagak balik saldo nya
Pengguna Google,1,2025-09-11 02:27:10,kenapa ko ketika sya menggunakan fiktur QRIS pas mau bayar gagal tpi saldo malah hilang,BCA,ko sya guna fiktur qr code indonesia standard pas bayar gagal saldo malah tertawa
Pengguna Google,1,2025-09-11 02:25:03,"qris gagal tapi saldo kepotong, dan belum balik....",BCA,qr code indonesia standard gagal saldo potong belum_balik
Pengguna Google,1,2025-09-11 02:23:44,pembayaran Qyuris gagal saldo kepotong saldo belum kembali,BCA,bayar qyuris gagal saldo potong saldo belum_kembali
Pengguna Google,1,2025-09-11 02:23:35,"duit lenyapppp ilang transaksi gagall tapi saldo berkurang di perbaiki lagi dong min, nyari duit susahhhh woy",BCA,duit lenyap ilang transaksi gagall saldo kurang baik partikel min nyari duit sulit woy
Pengguna Google,1,2025-09-11 02:22:42,"saya pembayaran qris,saldo ke potong tapi tidak terkirim ke bank tujuan. apa apaan ini bca. AYO TEMAN TEMAN MARI KITA GANTI BANK LAIN SAJA!",BCA,bayar qr code indonesia standard saldo potong tidak_terkirim bank tuju apa bank central asia yuk teman teman ganti bank
Pengguna Google,2,2025-09-11 02:22:16,tolong dong pihak bca . sy telah tranfer menggunakan Qris.uang sudah keluar tp mutasi tidak ada. ini sangat merugikan saya sekali. karna sy tidak memiliki bukti tranfer. tolong dong ini sudah terjadi sering kali. sy sangat kecewa,BCA,bantu partikel pihak bank central asia tranfer guna qr code indonesia standard uang keluar mutasi rekening tidak_ada sangat rugi sangat karna tidak_memiliki bukti tranfer bantu partikel jadi sering kali sangat kecewa
Pengguna Google,1,2025-09-11 02:18:59,"min ini kenapa bayar qris masukan pin transaksi gagal tpi saldo kepotong Dan ada mutasi, balikin nya kapan",BCA,min bayar qr code indonesia standard masuk kode akses transaksi gagal saldo potong mutasi rekening balikin nya kapan
Pengguna Google,1,2025-09-11 02:18:40,ini bca kenapa ya transaksi gagal tapi saldo ke potong gimana ini min?,BCA,bank central asia transaksi gagal saldo potong bagaimana min
Pengguna Google,1,2025-09-11 02:11:23,"saya sangat kecewa dengan aplikasi ini dan pihak bank, saya menggunakan qris transaksi gagal saldo tidak mencukupi dan di laporan mutasi ada tapi transaksi di inbox qris tidak ada . dan saya baca komentar ternyata banyak kendala kayak gini di BCA . sekelas BCA ternya lebih parah dari bank lain. apakah pertanda BCA mau mengambil uang rakyat juga menggunakan metode Qris .",BCA,sangat kecewa aplikasi pihak bank guna qr code indonesia standard transaksi gagal saldo tidak_mencukupi lapor mutasi rekening transaksi inbox qr code indonesia standard tidak_ada baca komentar nyata banyak masalah gin bank central asia kelas bank central asia ter lebih banget bank tanda bank central asia ambil uang rakyat guna metode qr code indonesia standard
Pengguna Google,1,2025-09-11 02:09:09,"coba kalau anda sebagai IT developer yg buat ini aplikasi yang bener lah ya,QRIS terlalu sering gagal,tetapi saldo tetap kepotong.kalo gak bisa buat aplikasi yang bener berenti aja kalian.",BCA,coba it developer aplikasi benar partikel qr code indonesia standard terlalu sering gagal saldo tetap potong tidak_dapat aplikasi benar renti kalian
Pengguna Google,1,2025-09-11 02:02:17,pembayaran qrish gagal tp saldo terpotong,BCA,bayar qrish gagal saldo potong
Pengguna Google,1,2025-09-11 01:56:14,ini cs bca di telponin ga ada yg angkat yaa ngabisin pulsa aja ini kayak gini pelayanan,BCA,customer service bank central asia telponin tidak_ada angkat ngabisin pulsa gin layan
Pengguna Google,1,2025-09-11 01:56:01,"PARAHH AMAAT INI MBANKING, QRIS SUDAH TERPOTONG TAPI GA MASUK KE QRIS TUJUAN, UDAH SALDO TIBA² HILANG!!!!RUSAK EMNG NIH APLIKASI!!!!ANEEHH SALDO HILANG ENTAH KEMANA!!!!",BCA,parahh amaat mobile banking qr code indonesia standard potong tidak_berhasil qr code indonesia standard tuju saldo tiba2 tertawa error emng nih aplikasi aneehh saldo tertawa entah
Pengguna Google,1,2025-09-11 01:55:23,"mau refound krn kendala mungkin krn sytem tp sdh keterlaluan loh 5x scan qriss info eror tp sldo lenyap mau refound, tp cs susah di hubungi intinya hati2 scan qris meresahkan 🙏 maaf dari 5 sy trunkan le bntang 1 krn sy merasa di rugikan skali 🙏 mau hubungi cs jg pake pulsa, ta sbg konsumen merasa dirugikan skali kendala di op ato system tp konsumen dirugikan, maaf slama ini sy puas skli dgn bca tp hari ini sy smpekan central asia kok kayak gini. layanan pengaduan pke pls, trus slow respon",BCA,refound masalah mungkin sytem terlalu loh 5x scan qriss info error sldo lenyap refound customer service sulit hubung inti tertawa scan qr code indonesia standard resah maaf trunkan le bntang rasa rugi skali hubung customer service pake pulsa ta konsumen rasa rugi skali masalah op ato system konsumen rugi maaf slama puas skli bank central asia tertawa smpekan central asia gin layan adu pakai bantu kemudian lambat respon
Pengguna Google,1,2025-09-11 01:54:50,"pelayanan buruk, melakukan transaksi qris status gagal saldo terpotong",BCA,layan jelek laku transaksi qr code indonesia standard status gagal saldo potong
Pengguna Google,1,2025-09-11 01:54:17,uang ilang sendiri sangat bahaya atm bca,BCA,uang ilang sendiri sangat bahaya bank central asia
Pengguna Google,1,2025-09-11 01:51:20,saya melakukan pembayaran menggunakan qris gagal terus tapi saldo udah ke potong ini gimana,BCA,laku bayar guna qr code indonesia standard gagal kemudian saldo potong bagaimana
Pengguna Google,1,2025-09-11 01:51:17,"seumur saya pake BCA baru ini sangat kwcewa, QRIS yg sudah di Scan keterangan Gagal tapi ketika cwk mutasi saldo berkurang dan riwayat inbox di Qris BCA tidak ada. kemana Uang itu wahay BCA yg terhormat ?",BCA,umur pake bank central asia new sangat kwcewa qr code indonesia standard scan terang gagal cwk mutasi rekening saldo kurang riwayat inbox qr code indonesia standard bank central asia tidak_ada uang wahay bank central asia hormat
Pengguna Google,1,2025-09-11 01:47:39,"admin, tolong dong hari ini, 11 september 2025 semua pembayaran lewat QRIS dari BCA error, saldo udah kepotong tapi transaksi gagal. banyak yg kena, tolong segera diperbaiki dan di diproses!",BCA,biaya administrasi bantu partikel tertawa september semua bayar lewat qr code indonesia standard bank central asia error saldo potong transaksi gagal banyak kena bantu cepat baik proses
Pengguna Google,5,2025-09-11 01:40:28,sedikit masukan pa potonga tiap bulan nya kasih notif dong biar gak binggung,BCA,sedikit masuk pa potonga tiap bulan nya kasih notif partikel biar tidak_binggung
Pengguna Google,1,2025-09-11 01:39:06,"kenapa saya pakek qr saldo saya hilang tapi di tolak,sya sangat kecewa dengan pelayan bca,ngurus ribet ,sungguh saya kecewa berat",BCA,pakek qr code saldo tertawa tolak sya sangat kecewa layan bank central asia ngurus rumit sungguh kecewa berat
Pengguna Google,1,2025-09-11 01:38:37,"MALING BCA!!! TRANSAKSI GAGAL PEMBAYARAN QRIS ,TAPI SALDO TERPOTONG !!! SUDAH SERING TERJADI SALDO TIDAK DI KEMBALIKAN!!!",BCA,maling bank central asia transaksi gagal bayar qr code indonesia standard saldo potong sering jadi saldo tidak_di kembali
Pengguna Google,1,2025-09-11 01:37:02,sangat kecewa qris gagal tapi saldo terpotong,BCA,sangat kecewa qr code indonesia standard gagal saldo potong
Pengguna Google,1,2025-09-11 01:36:01,qrish udh 3 zonk dana gak masuk duit pembayaran gagal duit kepotong payah bener,BCA,qrish zonk dana tidak_berhasil duit bayar gagal duit potong payah benar
Pengguna Google,1,2025-09-11 01:35:57,"aplikasi dajjal, dsar setan, byar qris 2kli saldo ke potong, di transaksi gk ada, dsar tolol, nlpn jga slow respon, dasar sudah hrus dibubarkan bank nya",BCA,aplikasi dajjal dsar setan byar qr code indonesia standard 2kli saldo potong transaksi tidak_ada dsar tolol nlpn lambat respon dasar hrus bubar bank nya
Pengguna Google,1,2025-09-11 01:35:09,"SEKARANG BCA MOBILE KENAPA YAHH SERING KELUAR AKUN NYA TERUS PEMBAYARAN PAKE QRIS SERING GAGAL TAPI SALDO KEPOTONG, PAYAH BANGET SEKARANG SYSTEM NYA",BCA,skrg bank central asia mobile yahh sering keluar akun nya kemudian bayar pake qr code indonesia standard sering gagal saldo potong payah sangat skrg system nya
Pengguna Google,1,2025-09-11 01:34:24,Semakin Buruk Buruk Buruk dan Buruk Sekali mungkin selamanya Tambah Buruk mBCA...Kapok Dan Semakin Kapok Pakai mBCA...Nyesel Dan Bikin Menyesal Saat Transaksi Menggunakan Qris Saldo Kepotong Anehnya Marcent tidak menerima Dana dari Transaksi Qris... Itu Duit kemana kok Gak Balikin Rugi dong...Jika Terlalu Sering Kendala yg tidak Jelas Auto Kecewa Nasabah...Sekecil apapun Saldo yg Hilang harus di kembalikan!!! layak Bintang satu ... Layanan Bintang Satu... CS Bantuan Sulit Bintang Satu...,BCA,makin jelek jelek jelek jelek sangat mungkin lama tambah jelek mbca kapok makin kapok pakai mbca nyesel bikin sesal transaksi guna qr code indonesia standard saldo potong aneh marcent tidak_menerima dana transaksi qr code indonesia standard duit tidak_balikin rugi partikel terlalu sering masalah tidak_jelas auto kecewa nasabah kecil apa saldo tertawa tertawa kembali layak bintang satu layan bintang satu customer service sulit bintang satu
Pengguna Google,1,2025-09-11 01:33:11,"transaksi qr gagal saldo malah terpotong aneh heheh , udah buat email blom ada jawaban , lewat fitur chat hallo bca gagal masuk hadehhh",BCA,transaksi qr code gagal saldo malah potong aneh tertawa email blom jawab lewat fitur chat tertawa bank central asia gagal hasil tertawa
Pengguna Google,1,2025-09-11 01:32:42,"transaksi pakai q ris bca ini aneh, saldo berkurang, tapi transaksi gagal",BCA,transaksi pakai ris bank central asia aneh saldo kurang transaksi gagal
Pengguna Google,1,2025-09-11 01:31:00,eh ini apaan bCA bisa nilep uang konsumen kah Qris 3x gagal tp saldo kepotong gak bkal balik tu gaess,BCA,eh apa bank central asia nilep uang konsumen qr code indonesia standard 3x gagal saldo potong tidak_bkal balik tu gaess
Pengguna Google,1,2025-09-11 01:30:41,kecewa sekali sama bca,BCA,kecewa sangat sama bank central asia
Pengguna Google,5,2025-09-11 01:30:38,Di hp aku kenapa masih sering minta di download ulang,BCA,handphone sering minta unduh ulang
Pengguna Google,1,2025-09-11 01:29:12,"pakek Qris bca transaksi gagal saldo kepotong gx balik2 k,cewa banget",BCA,pakek qr code indonesia standard bank central asia transaksi gagal saldo potong tidak_balik2 oke cewa sangat
Pengguna Google,1,2025-09-11 01:28:29,parah qrisnya Eror gjls saldo saya berkurang tpi bukti tfnya nggak ada,BCA,banget qrisnya error gjls saldo kurang bukti tfnya tidak_ada
Pengguna Google,1,2025-09-11 01:25:18,"saya kecewa bngt bener² kecewa, saldo saya berkurang saat pembayaran, tapi pembayaran nya tidak masuk lalu kemana pergi nya uang saya, saya merasa di rugikan klo begini, saya tidak terima!!!",BCA,kecewa sangat bener2 kecewa saldo kurang bayar bayar nya tidak_berhasil lalu pergi nya uang rasa rugi begini tidak_terima
Pengguna Google,1,2025-09-11 01:25:07,b*Jing*an telfon call service jam 11 malam ke atas gak ada yg standby apa? malah di suruh dengerin lagu. lagi urgent gak ada yg bisa di telfn. bgs*****t,BCA,b jing an telfon call service jam malam atas tidak_ada standby malah suruh dengerin lagu penting tidak_ada telfn baik t
Pengguna Google,2,2025-09-11 01:22:12,"saya melakukan transaksi, di saldo saya sudah di potong, namun belum di proses-proses",BCA,laku transaksi saldo potong belum_di proses proses
Pengguna Google,1,2025-09-11 01:18:38,Qris gagal terpotong ribetin nasabah lu payah sekelas BCA,BCA,qr code indonesia standard gagal potong ribetin nasabah kamu payah kelas bank central asia
Pengguna Google,1,2025-09-11 01:16:52,apa apaan ini bca duh busuk bngt 2x quris gagal tapi kepotong ah inimh sangat tolol... harus di viralin bahaya kalo terus gini,BCA,apa bank central asia duh busuk sangat 2x quris gagal potong ah inimh sangat tolol tertawa viralin bahaya kemudian gin
Pengguna Google,1,2025-09-11 01:13:55,transaksi qr laporan gagal tapi saldo terpotong. gmna ceritanya,BCA,transaksi qr code lapor gagal saldo potong gmna cerita
Pengguna Google,1,2025-09-11 01:13:47,apa ini transaksi dengan qris gagal tapi saldo tetap terpotong,BCA,transaksi qr code indonesia standard gagal saldo tetap potong
