userName,score,at,content,sumber_bank,teks_bersih,label,label_code
Pengguna Google,5,2026-02-01 10:18:33,brimo gak mau terbuka.gimana ni,BRI,brimo tidak_ingin buka bagaimana ni,positive,2
Pengguna Google,1,2025-08-16 07:00:51,wadidaw,BCA,wadidaw,negative,0
Pengguna Google,5,2025-09-21 22:45:52,terima kasih,BCA,terima kasih,positive,2
Pengguna Google,5,2026-02-03 13:08:06,mantap lancar,BRI,mantap lancar,positive,2
Pengguna Google,1,2025-09-29 07:51:43,"lampu indikator merah terus padahal sinyal aman aneh , menyebalkan",BCA,lampu indikator merah kemudian padahal sinyal aman aneh sebal,negative,0
Pengguna Google,1,2025-09-29 06:55:07,setiap pagi gangguan Mulu ga bisa TF VA atau cek saldo pun eror terus,BCA,pagi kendala teknis selalu tidak_dapat transfer va cek saldo error kemudian,negative,0
Pengguna Google,5,2025-12-08 17:35:33,Mohon untuk ditingkatkan kembali aplikasi BCA mobile termasuk fitur-fitur dan performanya,BCA,mohon tingkat aplikasi bank central asia mobile masuk fitur fitur performa,positive,2
Pengguna Google,5,2026-02-04 21:31:55,"aplikasi sangat mendukung dalam hal transaksi, sangat praktis dan gak ribet.",BRI,aplikasi sangat dukung transaksi sangat praktis tidak_rumit,positive,2
Pengguna Google,5,2026-02-22 04:59:20,kenapa saya tidak bisa masuk padahal sandi username benar,BRI,tidak_dapat hasil padahal sandi username bener,positive,2
Pengguna Google,1,2025-09-12 00:14:41,parah dua kali pembayaran qris gagal tp saldo kepotong dan tolonya gw dua kli ci coba kepotong smua tolong ditanggapi,BCA,banget kali bayar qr code indonesia standard gagal saldo potong tolonya kli ci coba potong smua bantu tanggap,negative,0
Pengguna Google,1,2025-08-16 00:30:06,tidak jelas,BCA,tidak_jelas,negative,0
Pengguna Google,1,2026-01-04 01:39:58,gk ada laporan saldo akhir. tidak realtime,BNI,tidak_ada lapor saldo akhir tidak_seketika,negative,0
Pengguna Google,1,2026-02-06 19:23:38,aplikasi sering ngebug di pakai ke luar negri akun sering keluar sendiri dan selalu minta data pemulihan diri,BRI,aplikasi sering ngebug pakai luar negri akun sering keluar sendiri selalu minta data pulih diri,negative,0
Pengguna Google,5,2026-01-05 08:48:47,Suka dengan aplikasi ini. Semoga data² saya tidak disalahgunakan oleh pihak² yang tidak bertanggungjawab yaaa 😚,BNI,suka aplikasi moga data2 tidak_disalahgunakan pihak2 tidak_bertanggungjawab,positive,2
Pengguna Google,5,2025-12-20 18:19:54,"Bagus, UI nya sederhana, sangat cocok untuk aplikasi keuangan, pakai hp motorola lancar jaya",BNI,baik ui nya sederhana sangat cocok aplikasi uang pakai handphone motorola lancar jaya,positive,2
Pengguna Google,1,2026-02-25 23:37:15,"sudah banyak saran buat di perbaiki masih saja belum di perbaiki , sudah banyak komplain masih saja belum berubah . saat saat genting mau belanja malah gak bisa transaksi , qris gak bisa , trf ke sesama bni gk bisa , apalagi trf ke bank lain . mending bank swasta selalu gercep perbaikan dan tanggap dengan keluhan .",BNI,banyak saran baik belum_di baik banyak komplain belum_berubah genting belanja malah tidak_dapat transaksi qr code indonesia standard tidak_dapat trf sama bank negara indonesia tidak_dapat trf bank mending bank swasta selalu gercep baik tanggap keluh,negative,0
Pengguna Google,5,2026-02-19 08:27:09,aplikasi yang sangat bermanfaat,BRI,aplikasi sangat manfaat,positive,2
Pengguna Google,5,2026-01-24 19:25:09,bagus enak di pake aplikasinya,BRI,baik enak pake aplikasi,positive,2
Pengguna Google,5,2026-02-16 16:32:15,semoga bermanfaat tidak ada kendala,BRI,moga manfaat tidak_ada masalah,positive,2
Pengguna Google,2,2025-10-22 12:44:59,di update terbaru malahan lemot apk nya,BCA,baru latest malah lambat aplikasi nya,negative,0
Pengguna Google,5,2026-01-22 01:40:08,sangat membantu dan memudahkan segala urusan perbankan,BCA,sangat bantu mudah segala urus perban,positive,2
Pengguna Google,5,2025-07-31 18:07:33,dari taun 2018 pakee ni aplikasi Dann aman amann aja nice👍👍👍,BCA,taun pakee ni aplikasi dann aman amann nice,positive,2
Pengguna Google,1,2026-02-23 00:57:30,aplikasi busuk sinyal aman tapi merah mulu,BCA,aplikasi busuk sinyal aman merah selalu,negative,0
Pengguna Google,1,2025-12-11 15:47:29,aplikasi lemot gajelas,BCA,aplikasi lambat gajelas,negative,0
Pengguna Google,2,2026-02-21 09:30:59,"kecewa sih, yang udah punya akun tinggal login aja selalu gagal waktu verifikasi wajah, apalagi daftar akun dari awal, padahal jaringan internet stabil, cahaya terang, wajah jelas, tolong dong dipermudah,",BRI,kecewa partikel punya akun tinggal login selalu gagal waktu verifikasi wajah daftar akun awal padahal jaring internet stabil cahaya terang wajah jelas bantu partikel mudah,negative,0
Miswan Samudra,5,2025-12-13 10:46:05,"Keren Wondr BNI,mempercepat transaksi",BNI,keren wondr bank negara indonesia cepat transaksi,positive,2
Pengguna Google,2,2026-02-18 06:24:31,apik tp lemott,BRI,apik lemott,negative,0
Pengguna Google,1,2025-08-14 19:21:01,kasi bintang 1 ajah takut nya kurang aman buat menabung,BCA,kasi bintang ajah takut nya kurang_aman tabung,negative,0
Pengguna Google,1,2026-01-18 10:14:04,wonder kenapa ga bisa masuk dari semalam sampai sekarang gabisa masuk. mau daftar susah banget masuk nya,BNI,wonder tidak_dapat hasil malam skrg tidak_bisa hasil daftar sulit sangat hasil nya,negative,0
Pengguna Google,5,2026-01-17 15:12:55,sangat cepat pelayanannya,BNI,sangat cepat layan,positive,2
Pengguna Google,5,2025-09-14 22:22:45,keren mantul,BCA,keren mantap betul,positive,2
Pengguna Google,1,2026-02-25 08:35:50,dua sampe tiga hari sekali kok menginstal capek dah,BRI,sampe tiga tertawa sangat menginstal capek,negative,0
Pengguna Google,1,2026-01-03 13:47:05,Tambah jelek aplikasi ini mau beli token lampu selalu gagal,BNI,tambah buruk aplikasi beli token lampu selalu gagal,negative,0
Pengguna Google,3,2025-11-08 09:07:24,ini aplikasi ke napa. engga bissa login,BCA,aplikasi napa engga bissa login,neutral,1
Pengguna Google,3,2025-12-22 09:41:36,"buat apa ada fitur buka deposito lewat aplikasi kalo ujung2nya harus cairin ke bank juga, malah bikin repot, lebih bagus aplikasi yg lama serba praktis, mohon diperbaiki lagi bukannya dipermudah malah jd dipersulit.",BNI,fitur buka deposito lewat aplikasi ujung2nya tertawa cairin bank malah bikin repot lebih baik aplikasi lambat serba praktis mohon baik bukan mudah malah jadi sulit,neutral,1
Pengguna Google,4,2025-08-28 22:13:18,"gak jadi....! saya sudah menghubungi cs WA, kendala sudah teratasi... lain kali kalu di persulit lagi saya turunin lagi bintang nya...!! 😎✌",BCA,tidak_jadi hubung customer service wa masalah atas kali kalu sulit turunin bintang nya,positive,2
Pengguna Google,5,2026-01-07 03:47:12,bagus 👍🙏,BCA,baik,positive,2
Sintha Diyah Indriyani,5,2025-12-11 21:37:33,mantuuul,BNI,mantap betul,positive,2
Pengguna Google,1,2026-01-21 00:37:31,"lagi di btuhun buat tf duit mana maintenance, seenggaknya ada info dlu kalo mau maintenance jangan tiba"" kan kalo lagi btuh dana kepepet jadi susah LOl",BCA,btuhun transfer duit mana maintenance enggak info lebih maintenance jangan_tiba kan btuh dana pepet jadi sulit tertawa,negative,0
Pengguna Google,2,2026-02-21 10:50:26,"untuk kesekian kalinya ga bisa dibuka. seminggu lalu setelah update trus uninstal lalu install kmbali, harus masukkan data dll baru bisa kebuka. tp saat mau buka lagi hnya layar putih lagi. saya pikir hnya krn hp saya udh jadul, ternyta waktu baca ulasan yg lain juga kebanyakan sama kendalanya. tolong diperbaiki dong sistemnya gmn ini. amat sangat tidak nyaman sekali. membuang2 waktu pula.",BRI,sekian kali tidak_dapat buka minggu lalu abis baru kemudian copot lalu instal aplikasi kmbali tertawa masuk data new buka buka hnya layar putih pikir hnya handphone jadul ternyta waktu baca ulas banyak sama kendala bantu baik partikel sistem bagaimana sangat tidak_nyaman sangat membuang2 waktu,negative,0
Pengguna Google,5,2026-02-12 16:45:50,praktis dan sangat mudah untuk bertransaksi kemana saja tanpa ribet,BRI,praktis sangat mudah transaksi rumit,positive,2
Pengguna Google,1,2026-02-11 08:14:55,"jelek,parah...,topup gopay saldo gak dibalikin.",BRI,buruk banget isi ulang gopay saldo tidak_dibalikin,negative,0
Pengguna Google,5,2025-12-21 16:16:43,"2Hari mau log in cuma berhenti di verifikasi wajah saja, saat mata kedip gagal trus, tapi setelah kasih ulasan langsung direspon dan coba login Alhamdulillah bisa, masalah sudah teratasi .terimakasih",BNI,2hari log in stop verifikasi wajah mata kedip gagal kemudian abis kasih ulas segera direspon coba login alhamdulillah kendala atas terimakasih,positive,2
Pengguna Google,2,2026-02-23 18:10:57,kenapa tidak bisa dibuka padahal sudah mendaftarkan,BNI,tidak_dapat buka padahal daftar,negative,0
Pengguna Google,1,2026-02-15 07:16:53,"saya melakukan transaksi lewat QRIS namun gagal tapi saldonya terpotong, solusinya gimana?",BNI,laku transaksi lewat qr code indonesia standard gagal saldo potong solusi bagaimana,negative,0
Pengguna Google,5,2026-02-09 09:45:19,amazing aplikasinya.....,BRI,amazing aplikasi,positive,2
Pengguna Google,5,2025-09-09 02:18:09,IP address pada tahun,BCA,ip address tahun,positive,2
Pengguna Google,5,2026-01-11 00:40:16,kenapa ya saya daptar selalu gagal periwasi wajah apa karna ktp saya patah,BNI,daptar selalu gagal periwasi wajah karna ktp patah,positive,2
Pengguna Google,1,2026-01-23 14:09:07,"enggak bisa transfer brimo ini, entah kenapa kendala lah, capek nunggu besok besok",BRI,tidak_dapat transfer brimo entah masalah partikel capek nunggu besok besok,negative,0
Pengguna Google,5,2026-02-25 08:54:02,makin satset kita kalau transfer bagus banget nih bni,BNI,makin satset transfer baik sangat nih bank negara indonesia,positive,2
Pengguna Google,5,2025-12-26 08:36:11,Terbaik dan lebih di tingkatkan lagi,BNI,baik lebih tingkat,positive,2
Pengguna Google,4,2025-09-18 18:35:59,hari ini 19/09/2025 kok pas isi Flazz pake NFC selalu keluar dr aplikasi??? pas pake e-commerce bisa tp kena biaya layanan + admin?,BCA,tertawa pas isi kartu flazz pake near field communication selalu keluar aplikasi pas pake e commerce kena biaya layan biaya administrasi,positive,2
Pengguna Google,1,2026-01-27 16:25:32,"apk paling bobrok Sumpah,,Jaringan bagus Udah masukin data Tiba tiba jawabanya mengisi berapah kali Ulang data",BNI,aplikasi paling bobrok sumpah jaring baik masukin data tiba tiba jawabanya isi rapah kali ulang data,negative,0
Pengguna Google,5,2026-02-01 07:32:50,nggak bisa di buka layar jadi putih,BRI,tidak_dapat buka layar jadi putih,positive,2
Pengguna Google,1,2025-12-07 00:05:08,terlalu lambat aplikasi jalan dan sering lampu merah,BCA,terlalu lambat aplikasi jalan sering lampu merah,negative,0
Pengguna Google,1,2025-10-29 13:41:04,"hanya menghabiskan pulsa dan waktu, dan tidak pernah diacc",BCA,tertawa habis pulsa waktu tidak_pernah diacc,negative,0
Joviann,5,2026-01-21 12:45:54,aplikasi yg sangat berguna sekali dan mudah di fahami,BRI,aplikasi sangat sangat mudah fahami,positive,2
Pengguna Google,1,2025-09-29 06:58:09,kenapa tidak bisa daftar selalu gagal,BCA,tidak_dapat daftar selalu gagal,negative,0
Pengguna Google,1,2026-01-29 09:04:31,"apaansih brimo susah ngt masuk nya padahal sinyal sya bagus"" aja bikin emosi aja sumpah heh brimo kok gini amat susah masuk nyoo",BRI,apaansih brimo sulit ngt hasil nya padahal sinyal sya baik bikin emosi sumpah heh brimo gin sulit hasil nyoo,negative,0
Pengguna Google,1,2026-02-20 21:21:52,"aplikaso gblok,udah aktifasi di Bank Cabang, sampe rumah harus aktivasi ulang dan selalu gagal registrasi",BRI,aplikaso gblok aktifasi bank cabang sampe rumah tertawa aktivasi ulang selalu gagal registrasi,negative,0
Pengguna Google,1,2026-02-04 11:55:43,"tidak bisa dibuka lgi aplikasi ini hanya karena ios, karena terus adanya pembaruan, tdk semua hp bisa akses apliksi ini, sangat kecewa",BRI,tidak_dapat buka lgi aplikasi tertawa sistem operasi ios kemudian ada baru tidak_semua handphone akses apliksi sangat kecewa,negative,0
Pengguna Google,5,2026-02-25 12:40:49,aplikasinya sangat bagus..memudahkan kita buat transaksi,BNI,aplikasi sangat baik mudah transaksi,positive,2
Pengguna Google,5,2026-02-08 10:09:02,tolong aplikasi nya fiturnya jangan di kurangi. yg bni mobile dulu bisa setor tunai tanpa kartu. yang wondr malah ndak bisa,BNI,bantu aplikasi nya fiturnya jangan_di kurang bank negara indonesia mobile lebih setor tunai kartu wondr malah tidak_dapat,positive,2
Pengguna Google,5,2026-02-11 14:26:09,sangatttt baik,BRI,sangat bagus,positive,2
Pengguna Google,1,2025-11-12 11:13:22,"bca penipu kmrn saya di telpon suruh iya iya aja, gataunya duit saya di ambilin, saya mau batalin, bisa di batalin tp duitnya gabisa di balikin, PENIPU",BCA,bank central asia tipu kmrn telepon suruh gataunya duit ambilin batalin batalin duit tidak_bisa balikin tipu,negative,0
Pengguna Google,1,2026-02-24 19:11:48,"sgt tdk nyaman dgn aplikasi ini kenapa setiap 3 kali buka aplkasi brimo ke 4 kalinya pas dibuka ngeblank putih,,akhirnya minta instal ulang,,,akhirnya berikutnya sama seprti itu terus menerus.membosankan instal ulang lgi...mhn penjelasan nya min",BRI,sgt tidak_nyaman aplikasi kali buka aplkasi brimo kali pas buka layar putih putih akhir minta pasang ulang akhir ikut sama seprti kemudian terus bosan pasang ulang lgi mhn jelas nya min,negative,0
Pengguna Google,5,2026-02-13 18:23:08,kenapa brimo nya gak bisa dipasang gan,BRI,brimo nya tidak_dapat pasang gan,positive,2
Pengguna Google,5,2026-01-29 18:46:42,aplikasinya membantu,BRI,aplikasi bantu,positive,2
Pengguna Google,2,2026-02-08 01:09:12,"untuk pembelian q ris beberapa kali pending dan beberapa kali gagal , namun untuk saldo tetap terpotong dan belum di kembalikan untuk pengduannyapun responnya lambat , tolong di tingkatkan lagi fitur dan keamananya , masak untuk sekelas bank bri pengaduan 7×24 jam belum ada respon",BRI,beli ris beberapa kali pending beberapa kali gagal saldo tetap potong belum_di kembali pengduannyapun responnya lambat bantu tingkat fitur keamananya masak kelas bank bank rakyat indonesia adu 7x24 jam belum_ada respon,negative,0
DWI SAPUTRA,5,2025-12-11 11:19:13,ok sangat bagus aplikasinya,BNI,baik sangat baik aplikasi,positive,2
Pengguna Google,1,2025-12-22 14:14:43,apk aneh gabisa verifikasi email,BNI,aplikasi aneh tidak_bisa verifikasi email,negative,0
Pengguna Google,1,2025-08-14 21:12:14,takut di obrak abrik,BCA,takut obrak abrik,negative,0
Pengguna Google,4,2026-01-20 08:37:28,Mantap Wondr,BNI,mantap wondr,positive,2
Pengguna Google,5,2026-02-12 21:10:51,bayar bayar jadi makin muddh,BRI,bayar bayar jadi makin muddh,positive,2
Pengguna Google,2,2025-10-19 01:29:25,sering banget jam 12 Malam sampe 4.30 pagi aplikasi sedang dalam pemeliharaan sistem untuk meningkatkan layanan katanya... tapi layanan yang mana sih mau ditingkatkan??? perasaan sama aja ah. yang ada gak bisa transaksi beli token dan sebagainya. payah BCA lama2,BCA,sering sangat jam malam sampe pagi aplikasi sedang pelihara sistem tingkat layan kata layan mana partikel tingkat asa sama ah tidak_dapat transaksi beli token bagai payah bank central asia lama2,negative,0
Pengguna Google,5,2026-02-09 14:07:14,mempermudah tarik tunai,BRI,mudah tarik tunai,positive,2
Difha Production,5,2026-01-21 20:52:03,"brimo sangat membantu,transaksi jadi mudah dan gak ribet",BRI,brimo sangat bantu transaksi jadi mudah tidak_rumit,positive,2
Pengguna Google,5,2026-02-21 14:29:35,fitur aplikasi nya mantap,BRI,fitur aplikasi nya mantap,positive,2
Pengguna Google,1,2026-02-22 02:39:00,LAMPU MERAAAAHHHH WKWK,BCA,lampu merah tertawa,negative,0
Pengguna Google,5,2026-01-27 07:44:54,apknya simpel mudah digunakan,BRI,apknya simpel mudah guna,positive,2
Pengguna Google,5,2026-01-12 20:58:50,sangat suka mudah dan cepat,BNI,sangat suka mudah cepat,positive,2
Pengguna Google,1,2026-02-05 23:44:22,"PENYAKIT DARI DULU GA BERUBAH-BERUBAH, TIAP JAM 11-01 SELALU GA BISA BUAT TRANSFER!!! BANK PALING KONYOL!!!",BNI,sakit lebih tidak_berubah ubah tiap jam selalu tidak_dapat transfer bank paling konyol,negative,0
Muzayyanah *blank*,5,2026-01-19 19:06:29,tdk harus ke atm cukup dari hp,BRI,tidak_tertawa cukup handphone,positive,2
Pengguna Google,5,2026-02-26 05:43:04,very good,BCA,very good,positive,2
Pengguna Google,4,2025-10-21 07:47:57,setelah di upgrade kenapa jadi setelan awal pas baru di download? udah gitu susah buat masuk ke akun ditambah ada notif coba masuk beberapa saat lagi kan bikin badmood apa apa jadi terhambat,BCA,abis baru jadi setel awal pas new unduh sulit hasil akun tambah notif coba hasil beberapa kan bikin badmood jadi hambat,positive,2
Pengguna Google,5,2025-12-20 14:03:40,jadi lebih mudah buat transasi,BNI,jadi lebih mudah transasi,positive,2
Pengguna Google,5,2026-02-19 12:53:08,sangat baik sekali,BRI,sangat bagus sangat,positive,2
Pengguna Google,5,2025-12-13 21:45:29,"Izin saya edit komentar, semenjak adanya pembaruan aplikasi berasa berat sekali, loading indikator lama padahal signal stabil, untuk perpindahan menu dan notif transaksi juga sama",BCA,izin edit komentar semenjak ada baru aplikasi asa berat sangat loading indikator lambat padahal signal stabil pindah menu notif transaksi sama,positive,2
Pengguna Google,4,2025-08-21 13:39:18,kapan bca login pakai sidik jari ya,BCA,kapan bank central asia login pakai sidik jari,positive,2
Pengguna Google,5,2026-01-24 19:58:28,"mudah,cepat dan aman.",BNI,mudah cepat aman,positive,2
Pengguna Google,4,2025-10-21 08:51:40,ini kenapa tiap mau ikut gebyar bca pas di klik mental terus..aneh banget padahal transfer dll bisa..giliran ikut undian mental koneksi terputus..selalu seperti itu,BCA,tiap ikut gebyar bank central asia pas klik mental kemudian aneh sangat padahal transfer gilir ikut undi mental koneksi putus selalu,positive,2
Pengguna Google,4,2026-02-15 18:51:42,josss gandoss,BNI,jos gandoss,positive,2
Pengguna Google,4,2025-11-28 18:23:02,setelah diupdate malah tambah lemot...lebih bagus yg versi sebelumnya,BCA,abis diupdate malah tambah lambat lebih baik version belum,positive,2
Pengguna Google,5,2025-07-31 21:52:51,sangat aman,BCA,sangat aman,positive,2
Pengguna Google,5,2026-01-18 07:03:59,"sngat puas dngn aplikasi ini,krna smuanya srba bisa dan jga ada semua",BNI,sngat puas dngn aplikasi krna smuanya srba semua,positive,2
Pengguna Google,5,2026-02-01 18:07:13,emang debest dh brimo super cepat,BRI,emang debest brimo super cepat,positive,2
Azzira Olivia Firzani,4,2025-07-18 21:48:01,perasaan update mlu ya baru kemaren update update lg,BCA,asa baru mlu new kemaren baru baru,positive,2
Pengguna Google,1,2026-02-19 08:32:15,makin lemot.bukannya makin bagus di upgarede malah malah muter trus .di perbaiki dong,BCA,makin lambat bukan makin baik upgarede malah malah muter kemudian baik partikel,negative,0
Diki Mustofa,4,2025-12-15 21:33:19,ini knpa yaa terangsaksi qiris gagal tapi saldo blom jugak di kembalikan,BNI,knpa terangsaksi qiris gagal saldo blom jugak kembali,positive,2
Pengguna Google,1,2025-10-18 19:53:04,halo selamat malam kenapa saya kmren transfer ke bca gak masuk yang duit na ke saldo tapi di mutasi ada nominal jumlah berhasil saya transfer dri ovo ke bca dri ovo sukses berhasil ke bca dri bca saldo nya gak ada gak nambah mohon di cek dong saya transfer sekitar jam 00.45 kmren,BCA,tertawa selamat malam kmren transfer bank central asia tidak_berhasil duit na saldo mutasi rekening nominal jumlah sukses transfer dri ovo bank central asia dri ovo hasil sukses bank central asia dri bank central asia saldo nya tidak_ada tidak_nambah mohon cek partikel transfer jam kmren,negative,0
Pengguna Google,1,2026-02-10 13:09:36,"Transaksi lewat BRIMO lebih mudah dan cepat, tapi sayang login ulang akun brimo verifikasi foto KTP nya menyusahkan sekali, sudah coba berkali-kali sampai jengkel, sinyal bagus atau tidak sama saja.",BRI,transaksi lewat brimo lebih mudah cepat sayang login ulang akun brimo verifikasi foto ktp nya susah sangat coba kali kali jengkel sinyal baik tidak_sama,negative,0
Pengguna Google,3,2026-02-25 15:33:30,kode OTP ga muncul di Gmail bagaimana cara melihat kode otp? saya cuman bisa sampe di kode OTP tidak bisa membuka aplikasi,BNI,kode kode verifikasi tidak_muncul gmail bagaimana cara lihat kode kode verifikasi cuman sampe kode kode verifikasi tidak_dapat buka aplikasi,neutral,1
Pengguna Google,1,2025-08-17 12:30:32,tidak ada privasinya,BCA,tidak_ada privasi,negative,0
Dandi Alimudin,1,2026-01-20 21:20:54,"gagal terus verifikasi ktp, data tidak sesuai, sudah telpn cs suruh datang ke kantor cabang buat pengkinian data, datang ke kantor cabang data sesuai tidak ada perubahan apapun. ini gimana sistemnya?",BRI,gagal kemudian verifikasi ktp data tidak_sesuai telpn customer service suruh datang kantor cabang kini data datang kantor cabang data sesuai tidak_ada ubah apa bagaimana sistem,negative,0
Pengguna Google,1,2026-02-23 21:08:16,"kalo sisa 50rb ga bisa di ambil tapi Ini kenapa yah ""selesaikan panggilan telpon dulu"" gimana cara ngatasinnya perasaanku lagi cari kerja pas udah kerja eh nih ATM gak bisa di buka buat cek, Bri sekarang jelek aja",BRI,sisa 50rb tidak_dapat ambil yah selesai panggil telepon lebih bagaimana cara ngatasinnya asa cari kerja pas kerja eh nih tidak_dapat buka cek bank rakyat indonesia skrg buruk,negative,0
Pengguna Google,1,2026-01-21 06:35:35,"Krn setiap pagi selalu berwarna merah, saat pagi q yg paling penting utk transfer/penarikan dana mendesak..",BCA,pagi selalu warna merah pagi paling penting transfer tari dana desak,negative,0
Pengguna Google,5,2026-02-25 07:30:00,simply easy,BNI,simply easy,positive,2
Pengguna Google,2,2026-02-09 08:53:29,kenapa ya aplikasi brimo saya tidak bisa dibuka stuck di tampilan awal terus minta solusinya soalnya saya sudah coba apus download kembali tetap sama tidak bisa dibuka,BRI,aplikasi brimo tidak_dapat buka stuck tampil awal kemudian minta solusi coba apus unduh tetap sama tidak_dapat buka,negative,0
Pengguna Google,3,2026-02-05 16:58:28,"aplikasi brimo sangat membatu, tapi kenapa ya ko tiba2 brimo saya ga bisa d buka atau ga ngerespon pas mau buka aplikasi nya.tolong bantuan nya min.",BRI,aplikasi brimo sangat batu ko tiba2 brimo tidak_dapat d buka tidak_ngerespon pas buka aplikasi nya bantu nya min,neutral,1
Pengguna Google,2,2025-10-06 10:48:33,"sudah se Minggu daptar m-bca tpi gak masuk² gangguan terus, udh habis pulsa brpa cba buat SMS hadeuh",BCA,se minggu daptar m bank central asia tidak_masuk2 kendala teknis kemudian tertawa pulsa brpa cba sms tertawa,negative,0
Pengguna Google,5,2026-01-17 17:42:44,okesih,BNI,okesih,positive,2
Pengguna Google,3,2026-02-12 14:43:21,saat ini BRIMO TDK BS berfungsi,BRI,brimo tidak_bs fungsi,neutral,1
Opah Barrrens,5,2025-07-20 06:08:50,pelayanan terbaik,BCA,layan baik,positive,2
Pengguna Google,4,2026-02-15 03:44:17,semoga transfer lancar terus,BCA,moga transfer lancar kemudian,positive,2
Pengguna Google,5,2026-02-19 18:10:03,mudah di gunakan seperti Bri Liga,BRI,mudah guna bank rakyat indonesia liga,positive,2
Pengguna Google,1,2025-10-30 12:03:25,sangat buruk bca...!!! auto pindah bank yg lebih bagus..!!!,BCA,sangat jelek bank central asia auto pindah bank lebih baik,negative,0
Pengguna Google,5,2026-02-24 12:24:49,bagus dan nyaman,BRI,baik nyaman,positive,2
Pengguna Google,5,2026-02-19 07:56:56,akurasinya cepat tepat praktis ..baguss,BRI,akurasi cepat tepat praktis baguss,positive,2
Pengguna Google,1,2026-02-23 09:46:05,"mau daftar aja susah, mau ngetik aj susah, apa memang ini tdk disarankan buat daftar ya? suruh pindah ke tempat sebelah apa???",BRI,daftar sulit ngetik aj sulit memang tidak_disarankan daftar suruh pindah tempat belah,negative,0
Pengguna Google,5,2026-01-01 11:42:19,"Sangat Luar Biasa, Idaman sich ini, thanks ya.. Semoga Berkah Slalu..",BNI,sangat luar biasa idam sich thanks moga berkah slalu,positive,2
Pengguna Google,3,2025-08-23 21:18:14,bca keyboardnya jadi ga sinkron dengan hp.Tombol spasi jadi ketutup tombol navigasi hp,BCA,bank central asia keyboardnya jadi tidak_sinkron handphone tombol spasi jadi tutup tombol navigasi handphone,neutral,1
Pengguna Google,5,2025-12-29 06:25:44,sangat membantu dan mempermudah dalam pembayaran semua ada dlm aplukasi,BNI,sangat bantu mudah bayar semua aplukasi,positive,2
Pengguna Google,5,2026-01-02 22:20:51,Trima kasih sudah banyak membantu,BNI,trima kasih banyak bantu,positive,2
Pengguna Google,1,2026-02-24 09:52:11,SUSAH AMAT BUAT LOGIN PADAHAL SUDAH PAKAI KTP DAN VERIFIKASI MUKA!,BNI,sulit login padahal pakai ktp verifikasi muka,negative,0
Pengguna Google,5,2026-01-31 11:44:59,memudahkan saya kirim uang👍,BNI,mudah kirim uang,positive,2
Pengguna Google,5,2026-02-22 06:08:39,sangat mudah dan cepat,BRI,sangat mudah cepat,positive,2
Pengguna Google,5,2026-02-14 17:27:18,brimo membuat urusan menjadi lebih mudah tanpa harus ke BANK BRI🤗,BRI,brimo buat urus jadi lebih mudah tertawa bank bank rakyat indonesia,positive,2
Pengguna Google,1,2026-02-09 20:00:27,"ijin admin, kenapa buka aplikasi brimo tidak bisa. karna layar nya putih",BRI,ijin biaya administrasi buka aplikasi brimo tidak_dapat karna layar nya putih,negative,0
Pengguna Google,1,2025-08-15 08:13:25,sekelas BCA obrak abrik data nasaba🫣,BCA,kelas bank central asia obrak abrik data nasaba,negative,0
Pengguna Google,1,2025-11-05 00:30:12,duit transfer suka nyangkut Mulu pusing,BCA,duit transfer suka nyangkut selalu pusing,negative,0
Pengguna Google,1,2025-08-14 14:55:13,KLARIFIKASI PERKARA NM !!!! BENER² LO YA BCA,BCA,klarifikasi perkara nm bener2 kamu bank central asia,negative,0
Pengguna Google,1,2026-01-13 15:53:57,kadang suka leg buff nya lama,BNI,kadang suka leg buff nya lambat,negative,0
Pengguna Google,5,2026-01-18 15:07:16,tranfer cpat,BNI,tranfer cpat,positive,2
Pengguna Google,1,2026-02-05 18:08:56,setiap mau login harus verifikasi ktp,BRI,login tertawa verifikasi ktp,negative,0
Pengguna Google,1,2026-01-26 11:40:30,aplikasi nya jelek suka error. pas di buka putih gitu ngk ada tulisan login nya,BRI,aplikasi nya buruk suka error pas buka putih ngk tulis login nya,negative,0
Pengguna Google,1,2025-08-07 14:54:30,ribettt lumayan mempersulit,BCA,rumit lumayan sulit,negative,0
Pengguna Google,5,2025-12-30 10:55:51,mudah makin mantap,BNI,mudah makin mantap,positive,2
Pengguna Google,1,2025-08-14 15:50:24,nasabah prioritas ajaa sampai di bocorin data datanya . jadi takut mau nabung di sini,BCA,nasabah prioritas ajaa bocorin data data jadi takut nabung sini,negative,0
Pengguna Google,5,2026-02-06 13:31:47,sangat baik dan memudahkan..,BRI,sangat bagus mudah,positive,2
Pengguna Google,4,2026-01-23 08:59:41,"aplikasi ini harus tidak ada aksebilitas yang aktif, tapi aplikasi ini bisa diakses dari hp mana aja tanpa sim card, bukankah ini celah juga? bagaimana keamanan aplikasi ini kalau bisa login tanpa sim card? bukankah ini lebih berbahaya?",BNI,aplikasi tertawa tidak_ada aksebilitas online aplikasi akses handphone mana sim card bukankah celah bagaimana aman aplikasi login sim card bukankah lebih bahaya,positive,2
Pengguna Google,4,2025-09-04 09:14:32,font nya ga nyaman,BCA,font nya tidak_nyaman,positive,2
